CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents
07/10/2018,19:06:00,1F,1500 WHITELOCK ST,HOMICIDE,,FIREARM,733,WESTERN,Penn North,-76.64047,39.31099,"(39.310990000000, -76.640470000000)",Street,1
07/10/2018,19:06:00,9S,1500 WHITELOCK ST,SHOOTING,,FIREARM,733,WESTERN,Penn North,-76.64047,39.31099,"(39.310990000000, -76.640470000000)",Street,1
07/10/2018,15:13:00,1F,500 W HOFFMAN ST,HOMICIDE,,FIREARM,123,CENTRAL,Upton,-76.62663,39.30035,"(39.300350000000, -76.626630000000)",Public Are,1
07/10/2018,02:43:00,1F,2400 W GARRISON AV,HOMICIDE,,FIREARM,532,NORTHERN,Cylburn,-76.6603,39.34996,"(39.349960000000, -76.660300000000)",Public Are,1
07/09/2018,22:33:00,9S,300 WHITRIDGE AV,SHOOTING,,FIREARM,513,NORTHERN,Harwood,-76.61232,39.32149,"(39.321490000000, -76.612320000000)",Street,1
07/09/2018,11:57:00,1F,800 N BELNORD AV,HOMICIDE,,FIREARM,323,EASTERN,Madison-Eastend,-76.5789,39.3004,"(39.300400000000, -76.578900000000)",Street,1
07/09/2018,06:53:00,1F,100 CHERRY HILL RD,HOMICIDE,,FIREARM,922,SOUTHERN,Cherry Hill,-76.61759,39.25233,"(39.252330000000, -76.617590000000)",Dwelling,1
07/09/2018,02:01:00,1F,400 N HAVEN ST,HOMICIDE,,FIREARM,223,SOUTHEASTERN,Baltimore Highlands,-76.56309,39.29651,"(39.296510000000, -76.563090000000)",Parking Lo,1
07/09/2018,00:10:00,9S,4300 REISTERSTOWN RD,SHOOTING,,FIREARM,613,NORTHWESTERN,Towanda-Grantley,-76.66774,39.3386,"(39.338600000000, -76.667740000000)",Street,1
07/08/2018,21:44:00,9S,5300 FRANKFORD AV,SHOOTING,,FIREARM,444,NORTHEASTERN,Frankford,-76.54079,39.32441,"(39.324410000000, -76.540790000000)",Parking Lo,1
07/08/2018,20:48:00,1F,4100 FREDERICK AV,HOMICIDE,,FIREARM,833,SOUTHWESTERN,Irvington,-76.68381,39.28169,"(39.281690000000, -76.683810000000)",Street,1
07/08/2018,11:29:00,9S,3400 EDMONDSON AV,SHOOTING,,FIREARM,844,SOUTHWESTERN,Edgewood,-76.67434,39.29414,"(39.294140000000, -76.674340000000)",Street,1
07/21/2018,19:20:00,1F,1200 DARLEY AV,HOMICIDE,,FIREARM,342,EASTERN,East Baltimore Midway,-76.5991,39.3163,"(39.316300000000, -76.599100000000)",Street,1
07/21/2018,15:59:00,1F,500 OLDTOWN MALL,HOMICIDE,,FIREARM,312,EASTERN,Oldtown,-76.60413,39.29616,"(39.296160000000, -76.604130000000)",Street,1
07/21/2018,15:25:00,9S,2400 WILKENS AV,SHOOTING,,FIREARM,841,SOUTHWESTERN,Millhill,-76.65367,39.2798,"(39.279800000000, -76.653670000000)",Street,1
07/21/2018,07:08:00,1F,2700 RITTENHOUSE AV,HOMICIDE,,FIREARM,923,SOUTHERN,Lakeland,-76.64362,39.25503,"(39.255030000000, -76.643620000000)",Public Are,1
07/21/2018,01:57:00,9S,400 E SARATOGA ST,SHOOTING,,FIREARM,111,CENTRAL,Downtown,-76.61012,39.29253,"(39.292530000000, -76.610120000000)",Street,1
07/21/2018,00:44:00,9S,1000 DUNDALK AV,SHOOTING,,FIREARM,243,SOUTHEASTERN,Graceland Park,-76.53621,39.28234,"(39.282340000000, -76.536210000000)",Parking Lo,1
07/21/2018,00:44:00,9S,1000 DUNDALK AV,SHOOTING,,FIREARM,243,SOUTHEASTERN,Graceland Park,-76.53621,39.28234,"(39.282340000000, -76.536210000000)",Parking Lo,1
07/21/2018,00:44:00,9S,1000 DUNDALK AV,SHOOTING,,FIREARM,243,SOUTHEASTERN,Graceland Park,-76.53621,39.28234,"(39.282340000000, -76.536210000000)",Parking Lo,1
07/20/2018,22:58:00,9S,2600 W PATAPSCO AV,SHOOTING,,FIREARM,923,SOUTHERN,Lakeland,-76.6522,39.25289,"(39.252890000000, -76.652200000000)",Dwelling,1
07/20/2018,19:24:00,9S,3400 MARY AV,SHOOTING,,FIREARM,425,NORTHEASTERN,Glenham-Belhar,-76.55254,39.35248,"(39.352480000000, -76.552540000000)",Street,1
07/20/2018,16:10:00,1F,1700 N ROSEDALE ST,HOMICIDE,,FIREARM,813,SOUTHWESTERN,Rosemont,-76.66924,39.30716,"(39.307160000000, -76.669240000000)",Street,1
07/20/2018,13:06:00,9S,1600 PENTWOOD RD,SHOOTING,,FIREARM,413,NORTHEASTERN,Stonewood-Pentwood-Winsto,-76.58727,39.34782,"(39.347820000000, -76.587270000000)",Street,1
07/20/2018,10:25:00,1O,900 S CATON AV,HOMICIDE,,OTHER,832,SOUTHWESTERN,Violetville,-76.67137,39.27355,"(39.273550000000, -76.671370000000)",Hospital,1
07/19/2018,21:39:00,1O,2800 FOREST GLEN RD,HOMICIDE,,OTHER,641,NORTHWESTERN,West Forest Park,-76.69437,39.31822,"(39.318220000000, -76.694370000000)",Dwelling,1
07/19/2018,18:22:00,9S,4300 ORCHARD RIDGE BLVD,SHOOTING,,FIREARM,433,NORTHEASTERN,Orchard Ridge,-76.55963,39.31148,"(39.311480000000, -76.559630000000)",Street,1
07/19/2018,14:20:00,1F,500 LYNDHURST ST,HOMICIDE,,FIREARM,843,SOUTHWESTERN,Allendale,-76.6806,39.29266,"(39.292660000000, -76.680600000000)",Vehicle,1
07/18/2018,22:20:00,9S,3500 5TH ST,SHOOTING,,FIREARM,913,SOUTHERN,Brooklyn,-76.60284,39.23886,"(39.238860000000, -76.602840000000)",Street,1
07/18/2018,22:13:00,9S,0 W 21ST ST,SHOOTING,,FIREARM,514,NORTHERN,Barclay,-76.6148,39.3133,"(39.313300000000, -76.614800000000)",Street,1
07/18/2018,17:03:00,9S,6500 REISTERSTOWN RD,SHOOTING,,FIREARM,632,NORTHWESTERN,Glen,-76.703,39.35672,"(39.356720000000, -76.703000000000)",Street,1
07/18/2018,02:53:00,1F,3200 ELLERSLIE AV,HOMICIDE,,FIREARM,513,NORTHERN,Better Waverly,-76.60383,39.32708,"(39.327080000000, -76.603830000000)",Public Are,1
07/17/2018,12:15:00,9S,1700 E 35TH ST,SHOOTING,,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,-76.59175,39.33091,"(39.330910000000, -76.591750000000)",Dwelling,1
07/17/2018,01:54:00,9S,1600 N GILMOR ST,SHOOTING,,FIREARM,742,WESTERN,Sandtown-Winchester,-76.64346,39.30731,"(39.307310000000, -76.643460000000)",Dwelling,1
07/16/2018,22:41:00,9S,1500 N MONROE ST,SHOOTING,,FIREARM,741,WESTERN,Easterwood,-76.64793,39.30528,"(39.305280000000, -76.647930000000)",Street,1
07/16/2018,21:09:00,9S,3300 CHELSEA TER,SHOOTING,,FIREARM,642,NORTHWESTERN,Concerned Citizens Of For,-76.68376,39.32456,"(39.324560000000, -76.683760000000)",Vehicle,1
07/16/2018,07:39:00,1F,4200 N FRANKLINTOWN RD,HOMICIDE,,FIREARM,821,SOUTHWESTERN,Gwynns Falls/Leakin Park,-76.68714,39.30473,"(39.304730000000, -76.687140000000)",Public Are,1
07/15/2018,21:44:00,1F,5300 FRANKFORD AV,HOMICIDE,,FIREARM,444,NORTHEASTERN,Frankford,-76.54079,39.32441,"(39.324410000000, -76.540790000000)",Parking Lo,1
07/15/2018,12:19:00,9S,5400 FAIRLAWN AV,SHOOTING,,FIREARM,623,NORTHWESTERN,Woodmere,-76.68962,39.34531,"(39.345310000000, -76.689620000000)",Street,1
07/15/2018,03:30:00,1F,2200 EAGLE ST,HOMICIDE,,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,-76.65022,39.28006,"(39.280060000000, -76.650220000000)",Street,1
07/28/2018,21:20:00,9S,5300 CARTER AV,SHOOTING,,FIREARM,426,NORTHEASTERN,Waltherson,-76.55915,39.34646,"(39.34646, -76.55915)",Street,1
07/27/2018,23:22:00,9S,0 W 21ST ST,SHOOTING,,FIREARM,514,NORTHERN,Charles North,-76.6168,39.3132,"(39.3132, -76.6168)",Street,1
07/27/2018,19:27:00,9S,2400 W BELVEDERE AV,SHOOTING,,FIREARM,532,NORTHERN,Levindale,-76.66237,39.35448,"(39.35448, -76.66237)",Hospital,1
07/26/2018,21:54:00,9S,6000 MORAVIA RD,SHOOTING,,FIREARM,441,NORTHEASTERN,Pulaski Industrial Area,-76.54438,39.31559,"(39.31559, -76.54438)",Street,1
07/25/2018,23:19:00,1F,400 S PAYSON ST,HOMICIDE,,FIREARM,934,SOUTHERN,Carrollton Ridge,-76.6484,39.28272,"(39.28272, -76.6484)",Street,1
07/25/2018,23:19:00,9S,400 S PAYSON ST,SHOOTING,,FIREARM,934,SOUTHERN,Carrollton Ridge,-76.6484,39.28272,"(39.28272, -76.6484)",Street,1
07/25/2018,18:59:00,9S,2400 N MONROE ST,SHOOTING,,FIREARM,731,WESTERN,Mondawmin,-76.65012,39.3152,"(39.3152, -76.65012)",Street,1
07/24/2018,17:49:00,9S,1100 WICKLOW RD,SHOOTING,,FIREARM,822,SOUTHWESTERN,Rognel Heights,-76.69065,39.29776,"(39.29776, -76.69065)",Parking Lo,1
07/24/2018,17:14:00,9S,2400 BELAIR RD,SHOOTING,,FIREARM,434,NORTHEASTERN,Belair-Edison,-76.57819,39.31766,"(39.31766, -76.57819)",Public Are,1
07/24/2018,01:47:00,9S,1600 PLUM ST,SHOOTING,,FIREARM,911,SOUTHERN,Curtis Bay,-76.58827,39.2284,"(39.2284, -76.58827)",Public Hou,1
07/23/2018,12:15:00,9S,100 S LOUDON AV,SHOOTING,,FIREARM,843,SOUTHWESTERN,Irvington,-76.68216,39.28437,"(39.28437, -76.68216)",Street,1
07/22/2018,17:19:00,9S,1400 W SARATOGA ST,SHOOTING,,FIREARM,711,WESTERN,Franklin Square,-76.64031,39.29222,"(39.29222, -76.64031)",Dwelling,1
07/22/2018,0:07:00,1F,900 E 37TH ST,HOMICIDE,,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,-76.60405,39.33339,"(39.33339, -76.60405)",Street,1
